customer_id,age,tenure_months,contract_type,internet_service,tech_support,payment_method,monthly_charges,total_charges,churn
CUST-0338,73,29,Month-to-month,No,No internet service,Electronic check,21.78,651.56,0
CUST-0339,50,55,Month-to-month,Fiber optic,Yes,Credit card,87.02,4825.36,0
CUST-0340,41,3,One year,No,No internet service,Mailed check,19.28,18.0,0
CUST-0341,69,32,One year,Fiber optic,No,Electronic check,85.4,2768.54,0
CUST-0342,28,10,Month-to-month,DSL,No,Credit card,52.79,516.21,1
CUST-0343,66,34,Month-to-month,Fiber optic,Yes,Electronic check,98.34,3378.93,1
CUST-0344,25,55,Month-to-month,Fiber optic,Yes,Credit card,88.73,4919.0,0
CUST-0345,53,32,One year,DSL,No,Electronic check,63.22,2103.44,0
CUST-0346,55,50,One year,Fiber optic,No,Credit card,114.38,5786.67,0
CUST-0347,57,7,Month-to-month,Fiber optic,Yes,Electronic check,106.94,815.91,1
CUST-0348,37,8,Month-to-month,DSL,No,Mailed check,63.87,583.14,1
CUST-0349,52,65,Month-to-month,Fiber optic,Yes,Bank transfer,73.15,4769.32,0
CUST-0350,65,57,Two year,Fiber optic,No,Credit card,72.55,4136.96,0
CUST-0351,42,67,Month-to-month,Fiber optic,No,Credit card,75.42,5096.78,0
CUST-0352,52,59,One year,DSL,No internet service,Credit card,67.98,4047.42,0
CUST-0353,42,54,One year,DSL,No internet service,Credit card,65.79,3537.21,0
CUST-0354,46,67,Month-to-month,Fiber optic,,Electronic check,92.35,6207.69,0
CUST-0355,35,51,Month-to-month,No,No,Electronic check,22.25,1133.0,0
CUST-0356,63,8,Month-to-month,DSL,No,Electronic check,55.61,402.18,0
CUST-0357,35,34,One year,Fiber optic,No internet service,Mailed check,101.89,3528.78,0
CUST-0358,19,35,One year,DSL,No,Mailed check,68.97,2416.71,0
CUST-0359,71,32,One year,DSL,Yes,Mailed check,46.46,1589.16,0
CUST-0360,52,46,Month-to-month,No,,Electronic check,28.28,1219.61,0
CUST-0361,33,16,Month-to-month,Fiber optic,No,Bank transfer,98.68,1551.04,1
CUST-0362,58,68,Two year,DSL,No,Electronic check,46.41,3157.51,0
CUST-0363,53,37,One year,Fiber optic,No internet service,Electronic check,86.27,3248.86,0
CUST-0364,50,54,Month-to-month,DSL,Yes,Mailed check,52.15,2836.07,0
CUST-0365,21,14,Two year,Fiber optic,No,Credit card,114.83,1623.14,1
CUST-0366,50,55,One year,Fiber optic,No internet service,Bank transfer,91.35,4967.89,0
CUST-0367,31,48,One year,DSL,No internet service,Bank transfer,55.35,2598.95,0
CUST-0368,38,7,One year,DSL,No,Electronic check,67.56,489.05,0
CUST-0369,65,7,Two year,Fiber optic,No,Mailed check,105.84,672.67,0
CUST-0370,37,33,One year,No,No,Electronic check,23.47,747.92,0
CUST-0371,73,23,Month-to-month,No,No internet service,Mailed check,25.27,606.26,0
CUST-0372,25,19,Month-to-month,DSL,Yes,Mailed check,58.57,1063.71,0
CUST-0373,24,19,Two year,Fiber optic,No internet service,Electronic check,97.19,1926.88,0
CUST-0374,20,36,Month-to-month,Fiber optic,No,Electronic check,98.35,3601.8,1
CUST-0375,34,29,Month-to-month,Fiber optic,No,Credit card,88.78,2496.05,0
CUST-0376,50,60,Month-to-month,Fiber optic,Yes,Credit card,76.49,4542.78,0
CUST-0377,65,2,Month-to-month,No,No,Mailed check,18.81,18.0,0
CUST-0378,29,1,One year,No,No,Electronic check,23.58,18.0,0
CUST-0379,68,47,Two year,Fiber optic,Yes,Electronic check,109.31,5175.89,0
CUST-0380,39,69,Month-to-month,Fiber optic,No,Mailed check,80.64,5543.47,0
CUST-0381,72,20,Month-to-month,Fiber optic,No internet service,Credit card,79.52,1613.44,0
CUST-0382,39,11,Month-to-month,DSL,No,Electronic check,53.47,512.05,0
CUST-0383,63,2,Two year,Fiber optic,No,Bank transfer,84.4,208.7,0
CUST-0384,47,67,One year,Fiber optic,Yes,Electronic check,92.77,,0
CUST-0385,55,12,Month-to-month,Fiber optic,No,Credit card,77.31,928.33,1
CUST-0386,55,20,Two year,DSL,Yes,Mailed check,67.94,1354.16,0
CUST-0387,62,5,Two year,DSL,No,Bank transfer,67.25,272.67,0
CUST-0388,68,37,Two year,No,No internet service,Mailed check,21.55,739.7,0
CUST-0389,71,38,Two year,DSL,No,Bank transfer,40.58,1590.43,0
CUST-0390,25,9,Month-to-month,Fiber optic,Yes,Electronic check,104.31,958.74,1
CUST-0391,44,53,One year,DSL,No,Electronic check,58.84,3171.02,0
CUST-0392,44,44,Month-to-month,DSL,No,Credit card,48.26,2139.67,0
CUST-0393,51,24,Two year,DSL,No,Credit card,67.29,1622.11,0
CUST-0394,38,30,One year,DSL,No internet service,Credit card,59.02,1684.3,0
CUST-0395,47,59,One year,No,No internet service,Bank transfer,18.66,1087.42,0
CUST-0396,50,14,One year,DSL,,Credit card,67.27,940.41,0
CUST-0397,45,9,Month-to-month,No,No,Electronic check,18.11,260.65,0
CUST-0398,64,40,Month-to-month,Fiber optic,Yes,Electronic check,89.02,3595.15,0
CUST-0399,50,66,Two year,Fiber optic,Yes,Electronic check,102.31,6829.26,0
CUST-0400,22,25,Two year,Fiber optic,No,Bank transfer,89.92,2277.88,0
CUST-0401,65,22,Month-to-month,Fiber optic,No,Mailed check,102.95,2229.33,0
CUST-0402,36,4,Month-to-month,Fiber optic,No,Electronic check,80.49,327.82,0
CUST-0403,21,26,Month-to-month,DSL,No,Bank transfer,57.34,1502.65,0
CUST-0404,52,58,One year,Fiber optic,Yes,Credit card,96.48,5548.88,0
CUST-0405,66,29,Two year,No,No,Mailed check,28.07,794.81,0
CUST-0406,34,37,Month-to-month,No,Yes,Electronic check,18.38,669.77,0
CUST-0407,61,70,Month-to-month,No,Yes,Electronic check,29.28,2129.88,0
CUST-0408,45,18,Two year,Fiber optic,No internet service,Electronic check,107.35,1828.26,0
CUST-0409,47,42,One year,Fiber optic,Yes,Electronic check,88.7,3785.69,0
CUST-0410,46,41,Month-to-month,Fiber optic,No,Bank transfer,81.62,3299.58,1
CUST-0411,63,38,One year,Fiber optic,Yes,Bank transfer,109.02,4074.16,0
CUST-0412,70,34,Month-to-month,DSL,No internet service,Bank transfer,45.73,1613.82,1
CUST-0413,23,17,Month-to-month,Fiber optic,No,Mailed check,90.16,1569.31,0
CUST-0414,52,37,One year,DSL,Yes,Credit card,47.97,1837.62,0
CUST-0415,58,25,One year,DSL,No,Electronic check,63.02,1615.54,1
CUST-0416,54,27,Two year,No,No,Mailed check,23.49,737.22,0
CUST-0417,41,57,One year,DSL,No internet service,Credit card,49.65,2857.99,0
CUST-0418,46,31,One year,DSL,Yes,Electronic check,53.96,1664.94,0
CUST-0419,66,6,Month-to-month,DSL,No internet service,Electronic check,68.3,426.95,1
CUST-0420,63,40,Month-to-month,No,No internet service,Credit card,27.87,1176.97,0
CUST-0421,70,12,Month-to-month,Fiber optic,No internet service,Mailed check,95.46,1106.55,1
CUST-0422,48,53,Month-to-month,Fiber optic,No,Bank transfer,111.25,5863.66,0
CUST-0423,52,71,One year,No,No,Electronic check,21.8,1532.35,0
CUST-0424,50,10,Two year,No,No,Bank transfer,22.8,122.77,0
CUST-0425,69,45,Month-to-month,DSL,No,Electronic check,53.82,2428.8,1
CUST-0426,38,17,Month-to-month,Fiber optic,No,Electronic check,96.38,1544.15,0
CUST-0427,49,26,Two year,Fiber optic,No,Bank transfer,92.16,2398.81,0
CUST-0428,40,62,Month-to-month,Fiber optic,No,Electronic check,78.65,4919.56,0
CUST-0429,50,46,One year,DSL,No,Mailed check,54.75,2494.66,0
CUST-0430,20,64,One year,No,No internet service,Electronic check,28.19,1888.02,0
CUST-0431,35,2,One year,Fiber optic,Yes,Electronic check,111.17,149.31,0
CUST-0432,42,54,Month-to-month,DSL,No internet service,Electronic check,40.11,2225.5,0
CUST-0433,59,65,Month-to-month,Fiber optic,No,Electronic check,112.85,7369.01,0
CUST-0434,48,51,One year,DSL,No internet service,Credit card,52.65,2599.35,0
CUST-0435,71,53,One year,DSL,No,Electronic check,46.89,2620.71,0
CUST-0436,20,36,Month-to-month,Fiber optic,No,Mailed check,94.43,3396.29,1
CUST-0437,57,26,One year,DSL,No internet service,Electronic check,41.13,1025.51,0
CUST-0438,63,29,Month-to-month,Fiber optic,Yes,Electronic check,86.91,2450.04,0
CUST-0439,41,21,One year,Fiber optic,No internet service,Credit card,74.46,1552.66,0
CUST-0440,67,11,Month-to-month,DSL,No,Electronic check,41.57,450.9,0
CUST-0441,49,40,Two year,No,No,Credit card,19.56,787.53,0
CUST-0442,64,11,Month-to-month,DSL,No,Electronic check,64.06,,0
CUST-0443,39,36,Month-to-month,DSL,No,Bank transfer,65.54,2391.1,0
CUST-0444,40,59,Month-to-month,DSL,No,Mailed check,54.49,3195.53,0
CUST-0445,19,39,Month-to-month,DSL,Yes,Credit card,52.48,1949.97,0
CUST-0446,44,54,Two year,DSL,Yes,Mailed check,69.34,3736.89,0
CUST-0447,59,55,Two year,Fiber optic,Yes,Mailed check,101.97,5489.98,0
CUST-0448,19,24,Month-to-month,No,No internet service,Electronic check,18.59,463.85,0
CUST-0449,43,22,Month-to-month,DSL,No internet service,Electronic check,48.76,1023.75,0
CUST-0450,34,69,One year,Fiber optic,No,Credit card,73.79,5099.68,0
CUST-0451,57,56,Two year,Fiber optic,No,Electronic check,114.31,6467.06,0
CUST-0452,50,33,One year,No,No,Mailed check,19.46,594.74,0
CUST-0453,26,36,Month-to-month,Fiber optic,No,Bank transfer,82.84,3035.3,0
CUST-0454,60,20,Month-to-month,DSL,No internet service,Electronic check,52.36,1025.53,1
CUST-0455,71,62,One year,DSL,No internet service,Credit card,68.03,4305.52,0
CUST-0456,65,26,Month-to-month,Fiber optic,No,Bank transfer,113.46,2931.7,0
CUST-0457,56,66,One year,No,No,Bank transfer,20.14,1287.22,0
CUST-0458,46,40,Month-to-month,DSL,Yes,Credit card,56.98,2313.56,0
CUST-0459,59,17,One year,Fiber optic,No internet service,Electronic check,81.05,1356.06,0
CUST-0460,72,1,Month-to-month,No,Yes,Electronic check,21.13,18.0,0
CUST-0461,43,61,One year,No,No,Mailed check,28.24,1698.75,0
CUST-0462,52,43,Month-to-month,No,No,Electronic check,28.36,1217.25,0
CUST-0463,67,42,One year,Fiber optic,No,Bank transfer,97.65,4168.41,0
CUST-0464,42,25,Month-to-month,Fiber optic,Yes,Credit card,110.16,2657.3,0
CUST-0465,41,39,One year,Fiber optic,No internet service,Mailed check,73.54,2869.21,0
CUST-0466,30,35,One year,Fiber optic,Yes,Mailed check,84.89,3002.4,0
CUST-0467,24,3,One year,DSL,No,Credit card,52.81,168.1,0
CUST-0468,74,44,One year,Fiber optic,Yes,Mailed check,114.46,5101.73,0
CUST-0469,53,51,One year,Fiber optic,No,Mailed check,87.52,4459.8,0
CUST-0470,62,12,Two year,DSL,No,Mailed check,54.26,641.89,0
CUST-0471,37,19,Month-to-month,Fiber optic,No,Credit card,100.81,1945.01,0
CUST-0472,18,44,Two year,Fiber optic,Yes,Bank transfer,79.54,3504.73,0
CUST-0473,25,59,Month-to-month,No,Yes,Bank transfer,22.31,1296.77,0
CUST-0474,63,49,Month-to-month,DSL,No,Credit card,49.3,2441.51,0
CUST-0475,33,61,Month-to-month,DSL,No,Mailed check,64.36,3893.33,0
CUST-0476,31,17,Month-to-month,Fiber optic,No internet service,Mailed check,80.54,1338.62,1
CUST-0477,29,57,One year,DSL,Yes,Credit card,60.19,3404.43,0
CUST-0478,68,55,One year,Fiber optic,No,Mailed check,109.57,6094.0,0
CUST-0479,40,47,One year,Fiber optic,Yes,Credit card,113.45,5171.1,0
CUST-0480,32,12,Month-to-month,DSL,Yes,Credit card,62.9,774.58,0
CUST-0481,45,62,Month-to-month,Fiber optic,No,Bank transfer,85.23,5285.97,0
CUST-0482,51,8,Month-to-month,Fiber optic,,Bank transfer,70.32,478.52,0
CUST-0483,19,21,Month-to-month,Fiber optic,Yes,Credit card,100.61,2128.3,0
CUST-0484,49,70,Month-to-month,No,Yes,Credit card,21.35,1518.29,0
CUST-0485,40,25,Month-to-month,No,Yes,Mailed check,29.4,764.48,0
CUST-0486,39,12,Month-to-month,Fiber optic,No internet service,Electronic check,77.18,793.57,1
CUST-0487,68,15,One year,Fiber optic,No internet service,Mailed check,105.55,1651.57,0
CUST-0488,42,59,One year,Fiber optic,Yes,Bank transfer,97.73,5729.18,0
CUST-0489,39,26,Two year,No,Yes,Mailed check,28.73,781.31,0
CUST-0490,39,26,Two year,Fiber optic,No internet service,Bank transfer,98.01,2585.31,0
CUST-0491,66,47,One year,Fiber optic,No internet service,Mailed check,83.9,3899.47,0
CUST-0492,69,32,Month-to-month,No,No,Bank transfer,27.98,928.38,0
CUST-0493,59,10,One year,DSL,Yes,Electronic check,61.08,591.53,1
CUST-0494,23,16,One year,No,Yes,Bank transfer,18.46,191.79,0
CUST-0495,32,71,Month-to-month,DSL,No,Mailed check,55.94,4030.13,0
CUST-0496,71,17,Month-to-month,DSL,No,Electronic check,51.99,845.08,0
CUST-0497,60,23,Two year,DSL,Yes,Electronic check,68.61,1535.31,0
CUST-0498,54,26,Month-to-month,No,No,Bank transfer,23.62,593.97,0
CUST-0499,50,7,One year,No,Yes,Mailed check,25.18,189.87,0
CUST-0500,25,14,One year,Fiber optic,No,Electronic check,110.39,1542.6,1
CUST-0501,70,7,Month-to-month,Fiber optic,No,Credit card,110.85,803.35,1
CUST-0502,61,9,Month-to-month,Fiber optic,Yes,Bank transfer,73.93,,1
CUST-0503,61,48,Month-to-month,No,No,Credit card,23.04,,0
CUST-0504,22,59,Month-to-month,Fiber optic,No,Mailed check,107.15,6316.05,0
CUST-0505,56,39,Month-to-month,Fiber optic,No internet service,Mailed check,105.61,4213.68,1
CUST-0506,21,18,Two year,DSL,No,Credit card,58.05,1039.21,0
CUST-0507,23,59,Month-to-month,Fiber optic,Yes,Mailed check,106.23,6321.83,0
CUST-0508,62,17,Month-to-month,Fiber optic,No,Bank transfer,108.26,1842.35,1
CUST-0509,49,14,Month-to-month,Fiber optic,Yes,Electronic check,83.01,1137.96,1
CUST-0510,69,31,Two year,DSL,No internet service,Mailed check,53.08,1633.14,0
CUST-0511,47,24,Month-to-month,No,No,Electronic check,29.06,689.02,0
CUST-0512,64,60,Month-to-month,DSL,No,Electronic check,64.84,3920.58,0
CUST-0513,52,45,Two year,Fiber optic,Yes,Electronic check,94.19,4307.28,0
CUST-0514,72,3,Two year,No,No,Electronic check,26.51,97.51,0
CUST-0515,57,37,Month-to-month,Fiber optic,No internet service,Credit card,99.03,3723.46,0
CUST-0516,69,43,Two year,DSL,No internet service,Electronic check,56.1,2364.06,0
CUST-0517,33,40,Month-to-month,Fiber optic,Yes,Bank transfer,113.22,4508.07,0
CUST-0518,30,55,Month-to-month,No,Yes,Credit card,20.64,1098.98,0
CUST-0519,67,39,Month-to-month,Fiber optic,No internet service,Mailed check,76.44,2996.88,0
CUST-0520,59,15,Month-to-month,No,No internet service,Electronic check,27.38,392.75,1
CUST-0521,47,4,One year,DSL,Yes,Bank transfer,52.88,248.01,0
CUST-0522,36,25,Month-to-month,Fiber optic,No,Bank transfer,111.95,2752.2,0
CUST-0523,34,13,Month-to-month,Fiber optic,No,Bank transfer,99.97,1301.76,0
CUST-0524,73,33,One year,No,No internet service,Bank transfer,28.06,960.32,0
CUST-0525,36,16,One year,DSL,Yes,Credit card,68.41,991.29,1
CUST-0526,45,42,Month-to-month,No,Yes,Bank transfer,20.74,977.16,0
CUST-0527,72,66,One year,Fiber optic,No,Mailed check,90.68,5970.72,0
CUST-0528,43,55,Month-to-month,Fiber optic,Yes,Bank transfer,92.45,4983.5,0
CUST-0529,54,42,One year,DSL,No,Electronic check,67.86,2858.02,0
CUST-0530,43,34,One year,No,No,Credit card,21.28,725.19,0
CUST-0531,70,30,Two year,DSL,No,Electronic check,60.01,1796.21,0
CUST-0532,40,13,Month-to-month,DSL,No,Electronic check,67.35,925.11,0
CUST-0533,26,13,Month-to-month,DSL,No,Credit card,50.37,692.18,0
CUST-0534,29,18,Month-to-month,No,Yes,Bank transfer,19.25,361.39,0
CUST-0535,70,32,Month-to-month,Fiber optic,No,Mailed check,99.17,3195.95,0
CUST-0536,18,39,Month-to-month,Fiber optic,No internet service,Mailed check,77.76,3027.42,0
CUST-0537,18,46,Two year,DSL,No,Credit card,64.94,3076.01,0
CUST-0538,64,29,Month-to-month,Fiber optic,Yes,Mailed check,97.59,2756.15,0
CUST-0539,51,62,Month-to-month,Fiber optic,Yes,Credit card,77.07,4785.32,0
CUST-0540,49,62,One year,No,Yes,Electronic check,22.36,1389.57,0
CUST-0541,71,57,Month-to-month,No,No,Bank transfer,27.08,1584.22,0
CUST-0542,65,16,One year,DSL,No,Credit card,40.01,,0
CUST-0543,42,56,Month-to-month,Fiber optic,No,Electronic check,98.21,5412.58,0
CUST-0544,57,10,Month-to-month,DSL,Yes,Mailed check,46.25,470.34,0
CUST-0545,62,30,Month-to-month,Fiber optic,Yes,Electronic check,106.17,3199.16,1
CUST-0546,70,25,Month-to-month,DSL,No,Bank transfer,64.18,1678.98,0
CUST-0547,18,5,Two year,DSL,No,Mailed check,48.39,178.43,0
CUST-0548,33,65,Month-to-month,Fiber optic,Yes,Bank transfer,92.58,6075.43,0
CUST-0549,56,49,Month-to-month,Fiber optic,No,Electronic check,90.47,4551.4,0
CUST-0550,22,3,Month-to-month,DSL,Yes,Electronic check,65.97,179.02,1
CUST-0551,39,45,Month-to-month,Fiber optic,No internet service,Electronic check,75.96,3353.65,0
CUST-0552,46,14,Two year,Fiber optic,No internet service,Electronic check,94.61,1304.19,0
CUST-0553,72,30,Month-to-month,DSL,Yes,Mailed check,50.69,1521.4,1
CUST-0554,20,68,One year,Fiber optic,Yes,Credit card,74.03,5062.23,0
CUST-0555,29,18,Two year,DSL,No,Bank transfer,56.52,987.79,0
CUST-0556,43,62,One year,Fiber optic,Yes,Mailed check,108.4,6798.56,1
CUST-0557,33,37,Two year,Fiber optic,No,Credit card,108.53,3959.88,0
CUST-0558,68,25,Month-to-month,DSL,No internet service,Bank transfer,63.78,1507.54,0
CUST-0559,54,48,Month-to-month,DSL,No,Credit card,58.11,2844.62,0
CUST-0560,39,65,Month-to-month,Fiber optic,No internet service,Mailed check,81.82,5204.57,1
CUST-0561,74,53,One year,No,No,Electronic check,27.91,1469.02,0
CUST-0562,46,15,Two year,Fiber optic,Yes,Electronic check,75.8,1292.88,0
CUST-0563,31,49,Month-to-month,Fiber optic,No,Bank transfer,102.4,5017.0,0
CUST-0564,45,68,One year,Fiber optic,No,Electronic check,74.55,5013.36,0
CUST-0565,22,12,Month-to-month,DSL,No,Electronic check,60.0,717.13,0
CUST-0566,64,59,One year,Fiber optic,Yes,Mailed check,86.02,5072.64,0
CUST-0567,66,37,Month-to-month,Fiber optic,Yes,Bank transfer,105.5,,0
CUST-0568,47,61,Two year,DSL,No internet service,Bank transfer,57.6,3546.71,0
CUST-0569,63,43,One year,DSL,Yes,Electronic check,53.37,,0
CUST-0570,69,70,Month-to-month,DSL,No internet service,Mailed check,65.08,4639.98,0
CUST-0571,22,39,Month-to-month,Fiber optic,No internet service,Bank transfer,102.11,3994.55,0
CUST-0572,29,56,Month-to-month,No,No,Credit card,28.26,1618.9,0
CUST-0573,33,63,Month-to-month,DSL,No,Bank transfer,56.13,3504.78,0
CUST-0574,43,46,Month-to-month,Fiber optic,No,Credit card,109.0,5078.32,1
CUST-0575,43,11,Two year,DSL,No internet service,Bank transfer,63.52,685.87,0
CUST-0576,65,62,One year,No,Yes,Bank transfer,21.22,1329.52,0
CUST-0577,38,25,Month-to-month,DSL,No,Electronic check,59.38,1437.84,0
CUST-0578,56,71,Month-to-month,Fiber optic,No,Bank transfer,77.24,5434.19,0
CUST-0579,53,52,Two year,Fiber optic,No,Bank transfer,101.52,5313.45,0
CUST-0580,50,4,One year,Fiber optic,No,Bank transfer,104.15,394.42,0
CUST-0581,47,59,Month-to-month,Fiber optic,No,Mailed check,74.76,4368.15,0
CUST-0582,54,20,One year,DSL,No,Mailed check,40.61,780.04,0
CUST-0583,40,63,Month-to-month,Fiber optic,No internet service,Electronic check,106.66,6754.53,0
CUST-0584,27,54,Month-to-month,DSL,Yes,Mailed check,54.61,2917.49,0
CUST-0585,71,57,Month-to-month,DSL,No internet service,Electronic check,66.35,3776.07,0
CUST-0586,22,41,Month-to-month,Fiber optic,No,Credit card,112.76,4623.91,1
CUST-0587,53,3,Month-to-month,DSL,No internet service,Electronic check,67.9,107.83,0
CUST-0588,51,6,Two year,DSL,No,Electronic check,54.51,253.5,1
CUST-0589,69,5,Two year,Fiber optic,No,Mailed check,108.17,557.66,0
CUST-0590,48,5,One year,No,Yes,Bank transfer,22.77,77.0,0
CUST-0591,27,54,Month-to-month,Fiber optic,No internet service,Mailed check,91.24,4979.8,0
CUST-0592,36,47,Month-to-month,DSL,Yes,Electronic check,47.41,2276.61,1
CUST-0593,49,49,One year,DSL,No internet service,Mailed check,66.99,,0
CUST-0594,18,9,Month-to-month,No,No internet service,Mailed check,24.62,312.57,0
CUST-0595,73,20,Month-to-month,DSL,Yes,Credit card,68.3,1361.85,0
CUST-0596,22,61,Month-to-month,DSL,Yes,Credit card,55.61,3424.65,0
CUST-0597,62,35,Two year,Fiber optic,No,Mailed check,92.14,3195.68,0
CUST-0598,21,50,Month-to-month,Fiber optic,Yes,Electronic check,95.77,4911.12,0
CUST-0599,33,62,Month-to-month,Fiber optic,No internet service,Bank transfer,80.73,5104.44,1
CUST-0600,41,17,One year,DSL,Yes,Electronic check,58.03,987.1,0
CUST-0601,33,3,Month-to-month,DSL,Yes,Mailed check,41.03,142.42,0
CUST-0602,72,32,Month-to-month,No,No internet service,Electronic check,22.0,771.96,0
CUST-0603,19,13,Month-to-month,DSL,No,Credit card,44.65,573.09,1
CUST-0604,66,68,Month-to-month,Fiber optic,No internet service,Electronic check,80.75,5458.17,0
CUST-0605,45,14,One year,Fiber optic,No,Mailed check,112.72,1621.78,1
CUST-0606,49,11,Month-to-month,Fiber optic,No,Bank transfer,83.73,924.95,0
CUST-0607,44,56,Month-to-month,DSL,No,Mailed check,58.7,3296.35,0
CUST-0608,37,67,Two year,DSL,No,Electronic check,42.23,2787.7,0
CUST-0609,41,29,Two year,Fiber optic,No,Credit card,83.82,2344.9,0
CUST-0610,29,9,Two year,No,No,Mailed check,21.0,200.81,0
CUST-0611,67,67,Month-to-month,No,No,Bank transfer,25.31,1741.02,0
CUST-0612,52,25,Month-to-month,DSL,Yes,Electronic check,59.12,1466.71,0
CUST-0613,50,42,Two year,DSL,No,Mailed check,56.7,2453.22,0
CUST-0614,50,9,One year,No,Yes,Mailed check,23.83,179.27,0
CUST-0615,68,40,Month-to-month,Fiber optic,No,Electronic check,90.13,3552.46,0
CUST-0616,60,25,Month-to-month,No,Yes,Electronic check,19.7,489.14,0
CUST-0617,54,5,Month-to-month,DSL,No,Credit card,52.98,260.77,0
CUST-0618,29,11,Two year,Fiber optic,No,Electronic check,81.62,936.32,0
CUST-0619,20,59,Month-to-month,Fiber optic,Yes,Electronic check,80.96,4737.89,0
CUST-0620,18,38,Month-to-month,Fiber optic,Yes,Mailed check,90.6,3511.2,0
CUST-0621,50,5,Month-to-month,Fiber optic,Yes,Bank transfer,104.18,619.25,0
CUST-0622,57,48,One year,DSL,No,Electronic check,58.56,2808.92,0
CUST-0623,27,18,Two year,Fiber optic,No internet service,Bank transfer,101.92,1897.05,0
CUST-0624,60,70,Month-to-month,DSL,Yes,Electronic check,42.57,2927.08,0
CUST-0625,61,37,One year,Fiber optic,No,Electronic check,88.85,3341.21,0
CUST-0626,46,60,Two year,No,No,Electronic check,23.32,1451.56,0
CUST-0627,30,48,Month-to-month,Fiber optic,No,Credit card,85.24,4134.69,0
CUST-0628,29,28,Month-to-month,No,No internet service,Electronic check,29.71,831.1,0
CUST-0629,48,69,Month-to-month,DSL,No,Electronic check,50.7,3350.59,0
CUST-0630,63,40,One year,Fiber optic,No,Mailed check,103.39,4103.51,0
CUST-0631,19,45,One year,No,Yes,Credit card,19.0,823.7,0
CUST-0632,68,62,One year,DSL,Yes,Electronic check,41.31,2512.31,0
CUST-0633,67,58,One year,DSL,Yes,Mailed check,47.1,2737.91,0
CUST-0634,52,67,Month-to-month,Fiber optic,Yes,Electronic check,109.35,7305.5,0
CUST-0635,40,56,Two year,DSL,No,Mailed check,40.27,2213.89,0
CUST-0636,34,40,Month-to-month,Fiber optic,No,Bank transfer,102.52,4047.86,0
CUST-0637,43,40,Month-to-month,No,No,Bank transfer,22.67,871.02,0
CUST-0638,25,33,One year,Fiber optic,Yes,Electronic check,110.77,3711.48,0
CUST-0639,46,6,One year,DSL,Yes,Electronic check,47.85,254.05,0
CUST-0640,43,19,Month-to-month,Fiber optic,No,Electronic check,78.03,1456.82,0
CUST-0641,27,40,Two year,Fiber optic,No internet service,Mailed check,92.19,3664.77,0
CUST-0642,43,59,Two year,DSL,Yes,Electronic check,47.34,2810.01,0
CUST-0643,51,59,Month-to-month,Fiber optic,No internet service,Bank transfer,78.82,4673.19,0
CUST-0644,68,48,Two year,Fiber optic,No,Credit card,112.47,5246.33,0
CUST-0645,58,41,Month-to-month,Fiber optic,No,Credit card,113.94,4722.62,0
CUST-0646,24,13,Month-to-month,DSL,No,Credit card,67.55,949.97,0
CUST-0647,21,45,Month-to-month,Fiber optic,Yes,Bank transfer,111.55,4967.24,0
CUST-0648,70,53,Two year,DSL,Yes,Bank transfer,45.74,2375.61,0
CUST-0649,67,42,One year,DSL,No,Electronic check,55.51,2308.91,0
CUST-0650,62,63,Month-to-month,No,No,Bank transfer,21.37,1308.51,0
CUST-0651,28,27,Month-to-month,Fiber optic,No internet service,Mailed check,99.65,2701.75,0
CUST-0652,46,38,One year,DSL,No,Mailed check,41.97,1497.53,0
CUST-0653,73,60,Month-to-month,DSL,Yes,Bank transfer,60.78,3590.9,0
CUST-0654,53,7,Two year,DSL,No,Electronic check,57.16,477.08,0
CUST-0655,42,5,Two year,DSL,Yes,Electronic check,67.22,289.69,0
CUST-0656,38,45,Month-to-month,DSL,No,Credit card,43.67,2027.32,0
CUST-0657,74,58,Two year,DSL,No,Electronic check,56.02,3266.93,0
CUST-0658,53,31,Month-to-month,Fiber optic,No internet service,Mailed check,114.98,3473.92,0
CUST-0659,27,23,Two year,Fiber optic,No,Credit card,106.1,2472.07,1
CUST-0660,54,42,One year,Fiber optic,No,Bank transfer,105.4,4420.92,0
CUST-0661,26,10,One year,Fiber optic,No,Mailed check,92.94,906.63,0
CUST-0662,41,32,Month-to-month,DSL,No internet service,Electronic check,48.34,1559.13,0
CUST-0663,52,53,Two year,No,Yes,Mailed check,28.41,1529.46,0
CUST-0664,66,30,Month-to-month,No,Yes,Credit card,20.8,659.38,0
CUST-0665,52,39,Month-to-month,No,Yes,Mailed check,27.34,1125.17,1
CUST-0666,65,31,Month-to-month,No,Yes,Mailed check,25.3,804.71,0
CUST-0667,53,2,One year,No,No,Electronic check,29.65,18.0,0
CUST-0668,35,12,Month-to-month,Fiber optic,No,Electronic check,73.49,858.2,1
CUST-0669,66,39,One year,DSL,No,Credit card,54.59,2276.16,0
CUST-0670,56,66,Two year,Fiber optic,Yes,Mailed check,74.6,4959.82,0
CUST-0671,49,13,Month-to-month,Fiber optic,No,Bank transfer,88.47,1268.57,1
CUST-0672,41,46,One year,Fiber optic,No,Electronic check,111.99,5221.31,0
CUST-0673,40,27,Month-to-month,Fiber optic,No,Bank transfer,98.68,2676.45,0
CUST-0674,49,17,Two year,DSL,No,Credit card,43.79,759.5,0
CUST-0675,54,60,Two year,Fiber optic,No,Bank transfer,90.99,5457.57,0
CUST-0676,29,64,Month-to-month,No,Yes,Electronic check,26.44,1605.27,0
